"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"38579","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/152899","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","07-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38580","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/152900","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","05-Aug-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38581","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154544","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","09-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38582","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154545","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38583","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154546","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38584","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154547","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38585","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154548","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38586","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154549","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38587","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154550","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38588","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154551","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38589","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154552","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38590","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154553","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38591","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154554","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38592","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154555","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38593","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154556","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","17-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38594","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154557","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38595","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154558","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38596","West Bengal","Lighting of public spaces","WS/MP852/2024-2025/154559","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan","MURSHIDABAD","10-Dec-2025","SUPTI ENTERPRISE","Payment Success","140538"
"38597","West Bengal","Construction of boundary walls of existing public and community buildings","WS/MP826/2024-2025/135549","KALIMPONG(District Magistrate Kalimpong_IDA)","Raju Bista","DARJEELING","20-Jun-2025","DILIP CHHETRI ACHARYA","Payment Success","459397"
"38598","West Bengal","Purchase of ambulances (Four, three and two wheelers)","WS/MP251/2025-2026/165920","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Prof Sougata Ray","DUM DUM","11-Jun-2025","BHANDARI AUTOMOBILES PVT LTD","Payment Success","809136"
"38599","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2025-2026/188493","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi","PATAN","04-Jun-2025","KHAKHADI GRAM PANCHAYAT","Payment Success","299916"
"38600","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2025-2026/188495","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi","PATAN","02-Jun-2025","RUGHNATHPURA GRAM PANCHAYAT","Payment Success","300000"
"38601","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP661/2025-2026/146558","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Amol Ramsing Kolhe","SHIRUR","22-Aug-2025","NAGSHWAR MAJOOR SAHKARI SANSTHA LTD","Payment Success","1000000"
"38602","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP661/2025-2026/146561","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Amol Ramsing Kolhe","SHIRUR","10-Jun-2025","NAGSHWAR MAJOOR SAHKARI SANSTHA LTD","Payment Success","1000000"
"38603","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP661/2025-2026/146562","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Amol Ramsing Kolhe","SHIRUR","08-Jul-2025","NAGSHWAR MAJOOR SAHKARI SANSTHA LTD","Payment Success","1000000"
"38604","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP661/2025-2026/146560","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Amol Ramsing Kolhe","SHIRUR","10-Jun-2025","Shri Saikrupa Majur Sahakari Sanstha Ltd","Payment Success","1000000"
"38605","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2025-2026/174711","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","02-Jun-2025","SARPANCH GRAM PANCHAYAT TALKESLI","Payment Success","20000"
"38606","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2025-2026/174711","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","08-Jan-2026","SARPANCH GRAM PANCHAYAT TALKESLI","Payment Success","30000"
"38607","Maharashtra","Construction of community centers and community halls","WS/MP687/2025-2026/182573","RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA)","Sunil Dattatray Tatkare","RAIGAD","11-Jun-2025","Rhutik Anant Dhene","Payment Success","400000"
"38608","Maharashtra","Construction of community centers and community halls","WS/MP687/2025-2026/182573","RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA)","Sunil Dattatray Tatkare","RAIGAD","23-Jul-2025","Rhutik Anant Dhene","Payment Success","350000"
"38609","Maharashtra","Construction of community centers and community halls","WS/MP687/2025-2026/219009","RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA)","Sunil Dattatray Tatkare","RAIGAD","18-Jul-2025","Rhutik Anant Dhene","Payment Success","400000"
"38610","Maharashtra","Construction of community centers and community halls","WS/MP687/2025-2026/219009","RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA)","Sunil Dattatray Tatkare","RAIGAD","28-Nov-2025","Rhutik Anant Dhene","Payment Success","350000"
"38611","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2025-2026/222725","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","02-Dec-2025","SARPANCH GRAM PANCHAYAT BAGALKHEDI","Payment Success","30000"
"38612","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2025-2026/222725","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","08-Jan-2026","SARPANCH GRAM PANCHAYAT BAGALKHEDI","Payment Success","40000"
"38613","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2025-2026/222686","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","02-Dec-2025","SARPANCH GRAM PANCHAYAT BAGALKHEDI","Payment Success","30000"
"38614","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2025-2026/222686","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","08-Jan-2026","SARPANCH GRAM PANCHAYAT BAGALKHEDI","Payment Success","40000"
"38615","Maharashtra","Construction of community centers and community halls","WS/MP18114/2026-2027/227498","BEED(DISTRICT COLLECTOR BEED_IDA)","BAJRANG MANOHAR SONWANE","BEED","17-Jul-2026","Ch Krantisinha Nanapatil MSS Ltd At Post Pothra Dist beed","Payment Success","999630"
"38616","Telangana","Installing community drinking water plants","WS/MP18389/2025-2026/181428","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","KADIYAM KAVYA","WARANGEL(SC)","06-Jun-2025","Bhavani NDCC TB thanda","Payment Success","290498"
"38617","Meghalaya","Providing garbage collection and disposal systems","WS/MP18137/2025-2026/158683","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","03-Jul-2025","Project Clean surrounding","Payment Success","500000"
"38618","Chhattisgarh","Construction of water tanks","WS/MP18335/2025-2026/150722","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","RADHE SHYAM RATHIYA","RAIGARH(ST)","19-Aug-2025","GRAM PANCHAYAT TAMNAR","Payment Success","25000"
"38619","Chhattisgarh","Construction of community centers and community halls","WS/MP18335/2025-2026/150743","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","RADHE SHYAM RATHIYA","RAIGARH(ST)","19-Aug-2025","GRAM PANCHAYAT TAMNAR","Payment Success","250000"
"38620","Chhattisgarh","Construction of community centers and community halls","WS/MP18335/2025-2026/150743","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","RADHE SHYAM RATHIYA","RAIGARH(ST)","30-Jul-2026","GRAM PANCHAYAT TAMNAR","Payment Success","249976"
"38621","Meghalaya","Purchase of IT systems, including hardware and software for educational purposes","WS/MP18137/2025-2026/158693","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","03-Jul-2025","Shillong Commerce College","Payment Success","500000"
"38622","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP859/2024-2025/168921","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Kalyan Banerjee","SREERAMPUR","04-Jun-2025","UDDYOG","Payment Success","497643"
"38623","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP859/2024-2025/168918","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Kalyan Banerjee","SREERAMPUR","02-Jun-2025","PRANAB HATUI","Payment Success","385827"
"38624","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP859/2024-2025/160078","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Kalyan Banerjee","SREERAMPUR","02-Jun-2025","SIL BUILDING MATERIAL ENTERPRISE","Payment Success","611596"
"38625","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP859/2024-2025/168920","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Kalyan Banerjee","SREERAMPUR","02-Jun-2025","MUKHERJEE ENTERPRISE","Payment Success","637888"
"38626","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP859/2024-2025/168919","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Kalyan Banerjee","SREERAMPUR","22-Sep-2025","SWAPNA ENTERPRISE","Payment Success","324438"
"38627","Karnataka","Lighting of public spaces","WS/MP18081/2025-2026/240361","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","16-Apr-2026","HARISH KUMAR G","Payment Success","125000"
"38628","Karnataka","Lighting of public spaces","WS/MP18081/2025-2026/240361","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","18-Jun-2026","HARISH KUMAR G","Payment Success","122960"
"38629","Karnataka","Lighting of public spaces","WS/MP18081/2025-2026/240363","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","16-Apr-2026","HARISH KUMAR G","Payment Success","125000"
"38630","Karnataka","Lighting of public spaces","WS/MP18081/2025-2026/240363","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","18-Jun-2026","HARISH KUMAR G","Payment Success","122960"
"38631","Karnataka","Lighting of public spaces","WS/MP18081/2024-2025/164555","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","02-Jun-2025","HARISH KUMAR G","Payment Success","125000"
"38632","Karnataka","Lighting of public spaces","WS/MP18081/2024-2025/164555","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","30-Jun-2025","HARISH KUMAR G","Payment Success","123490"
"38633","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP859/2024-2025/160079","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Kalyan Banerjee","SREERAMPUR","06-Aug-2025","AYAAN ENTERPRISE","Payment Success","827035"
"38634","Karnataka","Lighting of public spaces","WS/MP18081/2024-2025/164568","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","02-Jun-2025","D N RAMDAS","Payment Success","125000"
"38635","Karnataka","Lighting of public spaces","WS/MP18081/2024-2025/164568","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","30-Jun-2025","D N RAMDAS","Payment Success","123202"
"38636","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18081/2025-2026/164557","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","19-Aug-2025","D N RAMDAS","Payment Success","469383"
"38637","Karnataka","Installing community drinking water plants","WS/MP18081/2025-2026/164565","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","19-Aug-2025","D N RAMDAS","Payment Success","216513"
"38638","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18081/2025-2026/164553","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","19-Aug-2025","D N RAMDAS","Payment Success","469383"
"38639","Karnataka","Lighting of public spaces","WS/MP18081/2024-2025/164570","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","02-Jun-2025","K B MANJUNATHA","Payment Success","125000"
"38640","Karnataka","Lighting of public spaces","WS/MP18081/2024-2025/164570","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR","CHIKBALLAPUR","30-Jun-2025","K B MANJUNATHA","Payment Success","123106"
"38641","Telangana","Setting up of farmers’ training and assistance centers","WS/MP761/2025-2026/192248","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Arvind Dharmapuri","NIZAMABAD","09-Jun-2025","Kottala Mohan Reddy","Payment Success","400000"
"38642","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18088/2025-2026/161231","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","02-Dec-2025","BYRAREDDY V","Payment Success","249070"
"38643","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18088/2025-2026/161231","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","26-Mar-2026","BYRAREDDY V","Payment Success","247965"
"38644","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18088/2025-2026/161237","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","14-Jul-2025","BYRAREDDY V","Payment Success","249499"
"38645","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18088/2025-2026/161237","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","03-Sep-2025","BYRAREDDY V","Payment Success","248517"
"38646","Karnataka","Renovation of ponds and lakes","WS/MP18088/2025-2026/161239","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","02-Jun-2025","BYRAREDDY V","Payment Success","248366"
"38647","Karnataka","Renovation of ponds and lakes","WS/MP18088/2025-2026/161239","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","03-Sep-2025","BYRAREDDY V","Payment Success","248248"
"38648","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138122","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Aug-2025","GRAM PANCHAYAT JANUTHAR","Payment Success","47600"
"38649","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18242/2025-2026/148018","SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA)","RAMBHUAL NISHAD","SULTANPUR","25-Jun-2025","Mukund Madhav Bhishm Prathmik Vidyalaya Ishakpur","Payment Success","900000"
"38650","West Bengal","Providing drains and gutters for public drainage","WS/MP499/2025-2026/144952","BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA)","Smt Satabdi Roy (Banerjee)","BIRBHUM","10-Jul-2025","NUR MAHAMMAD","Payment Success","496838"
"38651","West Bengal","Installing community drinking water plants","WS/MP485/2024-2025/134827","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Pratima Mondal","JOYNAGAR(SC)","03-Jun-2025","HRISHIKESH HALDAR","Payment Success","310393"
"38652","Telangana","Installing tube-wells and borewells","WS/MP18193/2025-2026/255214","MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA)","EATALA RAJENDER","MALKAJGIRI","28-Jul-2026","MOHAMMED RAHEEMUDDIN","Payment Success","314701"
"38653","Himachal Pradesh","Construction of community centers and community halls","WS/MP432/2025-2026/181216","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Anurag Singh Thakur","HAMIRPUR_HP","21-Nov-2025","GP Changer","Payment Success","80000"
"38654","Himachal Pradesh","Construction of community centers and community halls","WS/MP432/2025-2026/181216","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Anurag Singh Thakur","HAMIRPUR_HP","26-Feb-2026","GP Changer","Payment Success","20000"
"38655","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2024-2025/157448","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","26-May-2025","Kapil","Payment Success","200000"
"38656","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP642/2025-2026/198155","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","01-Jul-2025","Yadav Tradersh Nagod","Payment Success","400000"
"38657","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP642/2025-2026/198155","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","17-Mar-2026","Yadav Tradersh Nagod","Payment Success","100000"
"38658","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP642/2025-2026/197108","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","30-May-2025","Yadav Tradersh Nagod","Payment Success","400000"
"38659","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP642/2025-2026/197108","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","17-Jul-2025","Yadav Tradersh Nagod","Payment Success","100000"
"38660","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP642/2025-2026/198156","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","13-Aug-2025","Yadav Tradersh Nagod","Payment Success","399000"
"38661","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP642/2025-2026/198156","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","09-Dec-2025","Yadav Tradersh Nagod","Payment Success","101000"
"38662","Madhya Pradesh","Providing sports equipment, except consumable items","WS/MP642/2025-2026/198552","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","08-Oct-2025","Yadav Tradersh Nagod","Payment Success","100000"
